priority,offset_s,latency_ms,status,outcome
low,74.9310,3.05,,error
medium,74.9341,2.15,,error
low,74.9404,5.59,,error
high,74.9513,9.71,,error
medium,74.9534,8.02,,error
low,74.9577,4.11,,error
low,74.9619,3.96,,error
medium,74.9670,3.08,,error
low,74.9712,3.53,,error
low,74.9809,4.06,,error
medium,74.9850,6.15,,error
low,74.9912,4.56,,error
medium,65.0177,9978.11,429,shed
medium,65.0021,9993.75,429,shed
low,55.9309,19102.13,200,ok
low,75.0277,14.58,,error
medium,75.0291,13.71,,error
low,75.0340,9.29,,error
medium,75.0365,7.14,,error
low,75.0261,17.93,,error
high,62.3019,12760.34,200,ok
medium,75.0594,5.42,,error
low,75.0608,4.27,,error
low,75.0624,3.03,,error
low,75.0440,21.70,,error
high,61.5003,13569.08,200,ok
low,55.8698,19201.12,200,ok
medium,65.5336,9537.26,429,shed
low,64.2910,10791.27,429,shed
high,66.3508,8737.78,429,shed
medium,65.0842,10022.14,429,shed
low,64.5809,10526.03,429,shed
low,75.1040,3.99,,error
low,75.1107,2.90,,error
medium,75.1177,2.90,,error
low,75.1206,2.88,,error
low,75.1307,5.19,,error
medium,75.1359,3.70,,error
low,75.1407,2.79,,error
high,75.1508,4.78,,error
medium,75.1528,3.02,,error
low,75.1537,2.45,,error
low,75.1603,3.32,,error
medium,75.1677,3.79,,error
low,75.1716,2.99,,error
low,64.3817,10796.47,429,shed
medium,75.1836,3.01,,error
low,64.6612,10526.23,429,shed
low,64.3306,10865.68,429,shed
medium,62.3854,12825.56,200,ok
low,75.2112,5.37,,error
high,75.2048,12.09,,error
low,75.2209,4.81,,error
medium,75.2170,8.95,,error
medium,75.2368,6.06,,error
low,75.2322,10.97,,error
low,75.2433,1.78,,error
high,75.2513,6.83,,error
medium,75.2534,5.10,,error
low,75.2542,4.54,,error
medium,66.6837,8575.56,429,shed
low,66.4705,8790.11,429,shed
low,65.7238,9539.14,429,shed
low,66.1708,9092.66,429,shed
low,66.6202,8657.19,429,shed
low,75.2909,2.73,,error
high,75.3007,4.64,,error
medium,75.3027,2.87,,error
low,75.3036,2.36,,error
low,75.3111,2.77,,error
medium,75.3169,3.71,,error
low,75.3207,1.86,,error
low,56.0540,19270.51,200,ok
high,61.7525,13572.88,200,ok
low,75.3407,2.73,,error
medium,75.3528,4.49,,error
low,75.3541,3.47,,error
high,75.3507,7.16,,error
low,75.3610,3.53,,error
medium,75.3677,2.93,,error
low,75.3706,1.61,,error
low,75.3809,2.80,,error
medium,75.3838,3.90,,error
low,75.3908,3.39,,error
low,55.8704,19527.91,200,ok
low,57.6314,17773.43,200,ok
high,75.4005,5.60,,error
low,75.4107,2.67,,error
medium,75.4177,2.61,,error
low,75.4203,1.90,,error
low,75.4304,4.32,,error
medium,75.4348,2.94,,error
low,75.4409,2.97,,error
high,75.4511,4.70,,error
medium,75.4532,2.85,,error
low,75.4543,2.08,,error
low,75.4606,2.86,,error
medium,75.4677,2.78,,error
low,64.9067,10566.28,429,shed
low,56.8432,18630.44,200,ok
low,65.1306,10343.41,429,shed
low,64.7604,10714.30,429,shed
low,64.8204,10656.83,429,shed
medium,75.5024,2.90,,error
low,75.5034,2.21,,error
low,75.5111,2.69,,error
medium,75.5169,2.64,,error
low,75.5206,2.90,,error
high,62.4009,13133.11,200,ok
medium,60.4678,15066.18,200,ok
low,75.5411,2.73,,error
high,75.5508,4.81,,error
medium,75.5529,3.04,,error
low,75.5538,2.40,,error
low,75.5604,2.61,,error
low,65.4075,10164.20,429,shed
medium,65.4052,10166.52,429,shed
medium,75.5672,4.92,,error
medium,62.4528,13123.40,200,ok
low,75.5906,2.65,,error
high,75.6004,4.57,,error
medium,75.6025,2.84,,error
low,75.6033,2.32,,error
low,65.4106,10196.29,429,shed
low,65.9109,9696.02,429,shed
low,75.6213,2.39,,error
low,75.6308,3.32,,error
medium,75.6342,1.66,,error
low,75.6413,2.65,,error
medium,75.6532,3.31,,error
low,75.6540,2.90,,error
high,75.6512,5.97,,error
low,75.6603,3.23,,error
high,66.4503,9217.08,429,shed
low,75.6704,2.34,,error
low,66.1307,9542.83,429,shed
low,66.4810,9197.95,429,shed
low,56.6410,19038.00,200,ok
low,66.4307,9249.35,429,shed
low,66.0914,9589.09,429,shed
medium,66.6531,9032.78,429,shed
medium,63.5845,12102.38,200,ok
medium,75.7171,2.49,,error
low,75.7207,1.77,,error
low,75.7307,3.03,,error
medium,75.7338,2.78,,error
low,75.7407,2.89,,error
high,75.7507,4.69,,error
medium,75.7532,2.53,,error
low,75.7541,1.88,,error
low,75.7613,4.27,,error
medium,75.7678,2.28,,error
low,75.7713,1.88,,error
medium,75.7845,2.08,,error
low,75.7803,6.69,,error
low,66.2209,9569.46,429,shed
low,66.1813,9618.64,429,shed
medium,67.2308,8569.59,429,shed
low,75.7904,14.73,,error
high,61.3506,14457.31,200,ok
medium,61.7344,14077.95,200,ok
low,75.8210,3.72,,error
medium,66.7356,9090.01,429,shed
medium,75.8336,2.07,,error
low,75.8408,2.62,,error
medium,75.8528,2.15,,error
low,75.8536,1.63,,error
high,75.8508,4.78,,error
low,75.8610,2.65,,error
low,56.5809,19283.35,200,ok
high,61.9505,13922.69,200,ok
low,75.8704,3.24,,error
low,75.8810,5.88,,error
low,66.3309,9557.16,429,shed
high,62.5515,13346.77,200,ok
medium,75.9023,2.42,,error
low,75.9031,1.90,,error
medium,60.9031,15007.17,200,ok
medium,75.9176,3.12,,error
low,75.9207,2.23,,error
low,75.9312,3.46,,error
medium,75.9347,1.50,,error
low,75.9403,2.39,,error
high,75.9509,4.74,,error
medium,75.9530,2.93,,error
low,75.9539,2.39,,error
medium,61.8026,14154.44,200,ok
medium,75.9686,5.19,,error
low,56.8399,19135.06,200,ok
low,75.9711,4.35,,error
medium,75.9838,4.88,,error
medium,61.6711,14319.46,200,ok
low,56.8379,19152.76,200,ok
low,56.4422,19551.82,200,ok
low,56.6061,19387.98,200,ok
low,76.0122,4.02,,error
medium,76.0173,2.40,,error
low,76.0208,2.82,,error
low,57.1379,18889.04,200,ok
high,61.8505,14178.30,200,ok
low,66.6308,9398.71,429,shed
low,56.9903,19039.68,200,ok
medium,76.0529,2.86,,error
low,76.0537,2.36,,error
low,76.0606,2.28,,error
medium,76.0670,2.58,,error
low,76.0706,1.85,,error
low,56.5413,19535.63,200,ok
medium,76.0842,1.81,,error
low,76.0904,3.28,,error
low,56.6102,19484.18,200,ok
low,58.7269,17367.97,200,ok
low,56.8818,19215.16,200,ok
low,76.1109,3.86,,error
medium,76.1168,2.75,,error
low,76.1207,2.86,,error
low,57.5314,18592.72,200,ok
low,57.1373,18987.62,200,ok
low,56.8462,19286.75,200,ok
low,56.8440,19289.89,200,ok
low,56.8415,19299.03,200,ok
high,76.1511,4.77,,error
low,76.1608,2.91,,error
low,57.9408,18223.57,200,ok
low,76.1710,3.59,,error
low,76.1808,3.86,,error
medium,76.1846,2.87,,error
low,76.1906,2.41,,error
medium,76.2023,2.53,,error
low,76.2035,1.67,,error
high,76.2002,5.21,,error
low,76.2109,2.72,,error
medium,76.2171,3.68,,error
low,76.2208,1.71,,error
medium,64.7456,11482.42,200,ok
low,57.1353,19116.23,200,ok
low,56.9896,19261.93,200,ok
medium,76.2339,18.14,,error
low,76.2466,6.04,,error
medium,61.9352,14324.30,200,ok
high,61.8007,14458.83,200,ok
low,56.2410,20018.55,200,ok
low,57.6806,18579.00,200,ok
high,67.4264,8843.85,429,shed
medium,62.1421,14129.71,200,ok
medium,61.8336,14446.89,200,ok
medium,62.4844,13798.78,200,ok
low,76.3045,3.39,,error
high,76.3009,7.25,,error
low,76.3107,3.97,,error
high,62.0011,14314.12,200,ok
low,76.3220,4.11,,error
medium,67.4842,8848.55,429,shed
medium,66.6174,9729.26,429,shed
low,56.8368,19509.86,200,ok
medium,76.3346,12.68,,error
medium,76.3521,4.90,,error
low,76.3528,4.48,,error
low,76.3607,3.60,,error
medium,76.3680,6.10,,error
medium,67.5685,8808.97,429,shed
medium,76.3853,3.51,,error
low,76.3815,7.71,,error
low,76.3904,2.88,,error
low,66.8306,9563.64,429,shed
low,57.9206,18476.30,200,ok
low,67.3563,9045.17,429,shed
low,67.4188,8982.69,429,shed
low,57.6410,18760.46,200,ok
low,67.5711,8830.40,429,shed
medium,67.5336,8877.25,429,shed
medium,76.4339,3.16,,error
low,76.4406,2.65,,error
high,76.4513,45.50,,error
medium,76.4536,43.51,,error
low,76.4907,6.71,,error
medium,67.4404,9064.74,429,shed
medium,61.8674,14637.76,200,ok
low,58.4346,18070.58,200,ok
medium,67.6022,8903.01,429,shed
low,58.4105,18094.73,200,ok
medium,62.9498,13555.45,200,ok
low,57.8530,18655.94,200,ok
low,57.4593,19049.71,200,ok
low,76.4989,11.84,,error
low,76.5108,5.98,,error
medium,76.5171,2.60,,error
low,58.3113,18212.27,200,ok
high,67.6005,8923.18,429,shed
low,58.0218,18501.84,200,ok
medium,64.2205,12322.43,200,ok
medium,67.5842,8965.16,429,shed
low,76.5528,2.95,,error
high,76.5506,5.53,,error
medium,62.1433,14415.42,200,ok
medium,67.6336,8930.91,429,shed
low,67.6203,8944.19,429,shed
medium,67.7573,8807.24,429,shed
low,58.3406,18224.97,200,ok
low,67.6109,8956.26,429,shed
low,67.5115,9055.72,429,shed
low,67.4212,9146.01,429,shed
medium,62.9522,13614.98,200,ok
medium,63.9530,12652.53,200,ok
medium,64.6028,12011.19,200,ok
low,58.7324,17882.77,200,ok
low,67.7545,8860.70,429,shed
medium,76.6339,2.68,,error
low,76.6407,2.85,,error
high,76.6508,4.80,,error
medium,76.6528,3.04,,error
low,76.6535,2.63,,error
low,76.6603,2.20,,error
low,56.9062,19760.02,200,ok
low,76.6707,2.79,,error
low,76.6807,3.62,,error
medium,76.6843,3.19,,error
low,76.6906,1.89,,error
low,57.2106,19493.61,200,ok
low,58.7105,17994.33,200,ok
low,76.7035,3.13,,error
low,76.7102,2.77,,error
medium,76.7171,3.57,,error
low,76.7207,2.98,,error
low,76.7308,3.96,,error
low,56.8455,19891.39,200,ok
low,58.0136,18725.40,200,ok
medium,63.6530,13089.20,200,ok
low,76.7541,1.89,,error
high,76.7508,5.43,,error
low,67.8807,8879.49,429,shed
medium,76.7676,3.71,,error
low,76.7713,3.24,,error
low,76.7807,3.96,,error
medium,76.7847,3.79,,error
low,76.7906,4.17,,error
high,67.2262,9580.34,429,shed
low,76.8044,5.11,,error
high,76.8010,8.83,,error
low,76.8102,2.23,,error
low,56.9883,19824.86,200,ok
low,58.0609,18756.02,200,ok
low,58.7120,18107.62,200,ok
medium,76.8335,3.23,,error
low,76.8409,6.20,,error
medium,76.8523,2.42,,error
low,76.8532,1.78,,error
high,76.8503,5.03,,error
medium,65.7217,11141.67,200,ok
medium,76.8669,2.93,,error
low,76.8709,2.80,,error
low,58.0561,18822.26,200,ok
medium,76.8838,3.54,,error
low,76.8905,4.11,,error
medium,76.9030,2.66,,error
low,76.9037,2.18,,error
high,76.9008,5.77,,error
low,58.7113,18201.92,200,ok
low,76.9109,2.76,,error
low,76.9205,5.59,,error
low,76.9302,3.48,,error
medium,76.9337,2.81,,error
low,76.9407,4.02,,error
high,76.9510,5.72,,error
low,76.9540,4.39,,error
medium,76.9530,5.64,,error
low,76.9608,2.20,,error
medium,76.9672,3.50,,error
low,76.9708,3.45,,error
low,76.9812,4.08,,error
medium,76.9837,3.53,,error
low,76.9906,2.59,,error
low,58.7067,18293.57,200,ok
low,77.0028,2.20,,error
high,77.0003,5.03,,error
low,77.0109,5.90,,error
medium,77.0168,2.80,,error
low,77.0226,2.38,,error
medium,64.8836,12147.23,200,ok
low,59.5136,17525.35,200,ok
low,77.0408,7.17,,error
medium,77.0522,6.56,,error
low,77.0531,6.04,,error
high,77.0505,8.94,,error
low,77.0605,2.99,,error
medium,77.0677,3.21,,error
low,77.0709,1.58,,error
medium,62.7031,14370.04,200,ok
low,58.9345,18140.70,200,ok
low,57.2903,19785.36,200,ok
low,57.1366,19949.93,200,ok
medium,77.1033,3.53,,error
low,77.1042,2.89,,error
low,77.1102,3.50,,error
low,58.9333,18182.28,200,ok
low,68.3746,8746.95,429,shed
low,68.2204,8902.97,429,shed
low,77.1312,11.35,,error
low,58.9266,18216.74,200,ok
high,62.7018,14446.25,200,ok
medium,77.1521,3.64,,error
low,77.1528,3.21,,error
low,58.2210,18938.91,200,ok
low,59.0052,18162.04,200,ok
low,77.1704,3.24,,error
medium,67.2314,9943.05,429,shed
medium,77.1844,4.28,,error
low,77.1908,2.79,,error
high,77.2008,5.93,,error
high,63.5507,13656.67,200,ok
medium,68.5029,8705.32,429,shed
medium,77.2028,6.72,,error
medium,77.2171,3.01,,error
low,77.2202,2.76,,error
low,77.2309,4.25,,error
medium,77.2352,3.14,,error
low,77.2405,2.29,,error
medium,66.8028,10444.82,429,shed
high,67.2249,10030.00,429,shed
medium,77.2529,4.02,,error
low,77.2602,3.90,,error
low,68.4112,8856.21,429,shed
low,59.5207,17748.77,200,ok
medium,62.5346,14750.96,200,ok
low,77.2812,5.64,,error
low,77.2903,3.58,,error
medium,77.3038,2.85,,error
medium,66.5294,10778.12,200,ok
low,77.3050,3.59,,error
high,77.3012,7.66,,error
low,68.5209,8793.82,429,shed
medium,65.1176,12204.32,200,ok
high,67.9012,9423.77,429,shed
medium,77.3421,3.72,,error
low,77.3435,2.64,,error
low,58.7097,18651.99,200,ok
medium,66.9440,10417.72,429,shed
medium,66.8174,10544.34,429,shed
high,77.3586,5.34,,error
medium,77.3677,6.10,,error
low,77.3738,3.01,,error
low,58.4406,18939.16,200,ok
low,68.5407,8848.13,429,shed
medium,67.2300,10158.91,429,shed
low,56.9870,20401.90,200,ok
low,58.5030,18885.94,200,ok
medium,67.2350,10153.90,429,shed
medium,67.2356,10153.31,429,shed
low,58.9203,18468.57,200,ok
high,68.5508,8847.77,429,shed
low,77.4311,2.79,,error
medium,77.4339,2.59,,error
medium,67.3533,10086.14,429,shed
low,60.2114,17228.02,200,ok
medium,67.3339,10114.02,429,shed
medium,67.4391,10008.84,429,shed
medium,67.3055,10142.40,429,shed
medium,67.2928,10155.12,429,shed
low,58.7088,18739.73,200,ok
low,67.8711,9578.44,429,shed
low,58.9249,18524.68,200,ok
low,59.1906,18280.93,200,ok
high,62.3506,15120.93,200,ok
low,67.4253,10046.23,429,shed
low,67.5658,9917.98,429,shed
low,66.9335,10551.18,429,shed
low,66.7805,10704.16,429,shed
low,67.4411,10045.88,429,shed
low,67.4907,9996.27,429,shed
medium,64.8172,12670.92,200,ok
medium,67.9839,9504.63,429,shed
medium,64.9178,12626.49,200,ok
medium,77.5536,5.28,,error
high,77.5512,8.10,,error
low,77.5606,3.00,,error
medium,77.5678,5.93,,error
low,59.2528,18340.97,200,ok
high,68.0517,9553.09,429,shed
low,59.2110,18393.80,200,ok
low,68.6547,8950.16,429,shed
medium,77.6078,8.08,,error
low,77.6090,7.21,,error
low,77.6111,5.47,,error
high,77.6064,10.43,,error
medium,77.6169,2.88,,error
low,77.6209,3.61,,error
medium,65.0533,12587.76,200,ok
medium,77.6398,4.82,,error
low,77.6412,3.76,,error
medium,77.6527,2.85,,error
high,77.6506,5.38,,error
low,77.6536,2.73,,error
low,68.7706,8892.81,429,shed
medium,77.6669,3.68,,error
low,77.6706,1.95,,error
low,77.6808,4.49,,error
medium,77.6853,3.52,,error
low,77.6910,4.81,,error
low,68.7727,8928.66,429,shed
medium,77.7033,4.80,,error
low,77.7052,3.33,,error
low,77.7107,3.16,,error
low,59.3117,18408.62,200,ok
low,67.7818,9945.04,429,shed
medium,68.1372,9589.65,429,shed
low,67.5318,10196.31,429,shed
low,58.9315,18813.21,200,ok
high,69.0511,8696.53,429,shed
low,77.7548,4.22,,error
high,77.7512,8.22,,error
low,77.7609,2.75,,error
medium,65.3987,12374.66,200,ok
medium,64.7474,13026.89,200,ok
low,77.7811,3.93,,error
medium,77.7850,3.56,,error
low,77.7907,3.40,,error
high,77.8004,5.19,,error
medium,77.8025,3.40,,error
low,77.8034,2.73,,error
low,77.8113,4.44,,error
medium,77.8169,4.09,,error
low,77.8210,2.51,,error
low,77.8305,3.13,,error
medium,77.8337,2.84,,error
low,77.8407,3.34,,error
low,58.9940,18860.63,200,ok
medium,77.8530,4.04,,error
low,77.8539,3.46,,error
low,77.8609,3.22,,error
medium,77.8673,2.99,,error
low,77.8704,2.17,,error
low,77.8807,3.04,,error
medium,77.8838,1.86,,error
low,77.8909,3.43,,error
medium,77.9027,6.09,,error
low,77.9037,5.37,,error
high,77.9005,8.87,,error
low,77.9105,2.99,,error
medium,77.9177,3.39,,error
low,77.9211,3.43,,error
low,77.9307,3.28,,error
low,59.4033,18533.02,200,ok
low,59.4308,18506.03,200,ok
medium,65.5522,12404.32,200,ok
medium,77.9531,4.26,,error
low,77.9543,3.40,,error
low,77.9612,2.48,,error
medium,77.9678,2.95,,error
low,58.0122,19960.54,200,ok
low,58.0207,19955.75,200,ok
medium,77.9837,3.10,,error
medium,63.3380,14650.80,200,ok
high,78.0010,4.98,,error
medium,78.0031,3.21,,error
low,78.0040,2.60,,error
low,78.0107,3.93,,error
medium,78.0178,2.79,,error
low,78.0206,1.64,,error
low,78.0304,3.86,,error
medium,78.0343,3.18,,error
low,78.0412,2.32,,error
medium,64.7672,13278.82,200,ok
low,78.0544,3.46,,error
high,78.0512,7.00,,error
low,78.0607,4.07,,error
medium,78.0669,2.83,,error
low,78.0708,3.81,,error
low,78.0806,3.65,,error
medium,78.0843,2.19,,error
low,78.0907,2.69,,error
low,59.5494,18545.17,200,ok
low,78.1038,1.83,,error
medium,78.1029,3.19,,error
low,78.1105,3.25,,error
medium,78.1169,5.18,,error
low,78.1221,3.42,,error
medium,78.1345,8.59,,error
low,78.1316,12.07,,error
medium,63.0500,15096.47,200,ok
low,78.1437,3.60,,error
high,64.2010,13946.37,200,ok
low,60.2213,17927.52,200,ok
medium,62.9529,15220.52,200,ok
medium,62.9492,15224.22,200,ok
low,78.1605,14.45,,error
low,78.1806,3.85,,error
medium,78.1845,3.17,,error
low,78.1908,3.78,,error
high,78.2009,5.39,,error
medium,78.2028,3.77,,error
low,78.2037,3.20,,error
low,78.2110,3.62,,error
medium,68.6529,9593.01,429,shed
low,78.2304,27.93,,error
medium,78.2337,24.95,,error
low,78.2402,18.69,,error
high,78.2511,8.12,,error
medium,78.2530,6.52,,error
low,78.2538,6.00,,error
medium,78.2177,42.49,,error
low,78.2604,2.20,,error
medium,78.2685,5.06,,error
low,78.2706,3.29,,error
high,65.0520,13228.76,200,ok
low,59.7032,18577.48,200,ok
low,78.2914,22.97,,error
medium,65.4023,12920.30,200,ok
medium,65.4006,12922.01,200,ok
low,59.7109,18611.73,200,ok
medium,69.2947,9027.96,429,shed
high,65.1019,13224.04,200,ok
low,59.9108,18415.20,200,ok
low,78.3312,2.58,,error
low,59.9537,18384.55,200,ok
low,60.0812,18257.15,200,ok
medium,65.6540,12684.36,200,ok
low,60.1910,18147.31,200,ok
medium,78.3338,4.90,,error
high,69.2925,9050.69,429,shed
medium,78.3674,4.26,,error
high,64.3502,14023.73,200,ok
low,78.3802,4.40,,error
medium,78.3846,2.53,,error
low,78.3903,3.89,,error
low,78.4041,5.26,,error
medium,78.4026,7.09,,error
high,78.4006,9.46,,error
medium,69.2202,9190.76,429,shed
medium,78.4178,3.81,,error
low,78.4217,1.82,,error
low,78.4306,3.61,,error
medium,78.4342,1.84,,error
medium,69.0531,9385.40,429,shed
medium,67.2344,11208.55,200,ok
high,64.3013,14153.90,200,ok
high,69.4519,9004.58,429,shed
medium,67.2320,11224.50,200,ok
medium,78.4671,3.57,,error
low,78.4707,2.23,,error
low,78.4811,3.41,,error
medium,65.3997,13086.84,200,ok
medium,78.4846,2.30,,error
medium,69.6041,8885.86,429,shed
low,69.3411,9148.90,429,shed
low,60.5214,17968.57,200,ok
medium,64.8037,13686.34,200,ok
low,68.9538,9553.28,429,shed
medium,69.1182,9388.94,429,shed
low,69.4309,9085.18,429,shed
low,69.4801,9036.78,429,shed
low,78.5413,2.80,,error
high,78.5510,8.66,,error
medium,78.5529,7.06,,error
low,78.5548,5.53,,error
low,78.5604,3.13,,error
medium,78.5676,3.82,,error
medium,63.0682,15505.80,200,ok
low,69.5167,9058.65,429,shed
low,69.6092,8966.25,429,shed
low,69.0201,9573.35,429,shed
low,68.9814,9620.50,429,shed
medium,62.9516,15650.32,200,ok
medium,68.7628,9839.17,429,shed
high,64.7505,13851.43,200,ok
medium,64.4351,14168.55,200,ok
low,69.6706,8933.05,429,shed
low,69.1810,9439.00,429,shed
medium,69.2031,9417.36,429,shed
low,78.6408,3.40,,error
low,59.1605,19487.52,200,ok
low,67.9104,10739.52,429,shed
high,64.7444,13905.54,200,ok
medium,68.9022,9747.70,429,shed
low,60.4531,18201.02,200,ok
low,69.8606,8805.26,429,shed
low,60.3040,18370.69,200,ok
low,60.3104,18365.21,200,ok
low,59.3805,19295.15,200,ok
low,69.7707,8913.25,429,shed
medium,65.4038,13282.95,200,ok
low,78.7043,2.76,,error
low,78.7108,12.60,,error
medium,69.0843,9645.56,429,shed
low,78.7272,5.24,,error
low,59.7757,18957.85,200,ok
medium,78.7337,2.32,,error
low,78.7405,6.08,,error
high,78.7506,5.22,,error
medium,78.7526,3.54,,error
low,78.7536,2.91,,error
low,78.7607,3.17,,error
medium,78.7670,2.87,,error
low,60.1721,18600.71,200,ok
medium,78.7835,2.23,,error
low,78.7812,4.82,,error
high,64.4507,14344.56,200,ok
low,59.4422,19353.08,200,ok
medium,70.2837,8511.58,429,shed
high,78.8012,5.21,,error
low,78.8111,3.92,,error
medium,78.8171,2.55,,error
low,78.8208,1.97,,error
low,78.8310,3.82,,error
medium,78.8349,2.66,,error
low,78.8406,2.93,,error
medium,64.5021,14437.28,200,ok
high,64.5511,14388.37,200,ok
high,70.4013,8538.18,429,shed
low,59.3903,19549.22,200,ok
low,68.3795,10559.98,429,shed
medium,70.3844,8555.14,429,shed
medium,78.8528,87.51,,error
low,78.8537,86.94,,error
high,78.8508,90.14,,error
low,58.9304,20013.23,200,ok
medium,78.9367,13.05,,error
medium,78.9373,12.75,,error
medium,78.9381,12.24,,error
high,78.9387,11.93,,error
low,78.9415,9.44,,error
low,78.9424,8.93,,error
medium,78.9430,8.60,,error
low,78.9274,24.46,,error
low,70.5207,8435.28,429,shed
low,70.4172,8540.22,429,shed
low,78.9550,4.57,,error
low,78.9612,5.39,,error
medium,78.9677,2.52,,error
low,78.9703,3.25,,error
high,70.5510,8427.39,429,shed
medium,78.9845,3.99,,error
low,78.9906,3.13,,error
low,60.5913,18405.84,200,ok
medium,79.0024,3.48,,error
low,79.0035,2.77,,error
low,79.0108,2.95,,error
medium,79.0169,3.93,,error
low,79.0209,3.13,,error
low,79.0312,3.90,,error
medium,79.0351,3.51,,error
low,79.0408,2.82,,error
medium,79.0529,2.74,,error
high,79.0508,6.76,,error
low,79.0538,4.11,,error
low,79.0610,3.02,,error
medium,79.0672,3.57,,error
low,79.0708,2.99,,error
low,79.0810,3.83,,error
medium,79.0848,2.78,,error
low,79.0912,2.71,,error
high,79.1011,5.32,,error
medium,79.1032,3.55,,error
low,79.1042,3.59,,error
low,79.1110,2.79,,error
medium,79.1169,3.63,,error
low,79.1206,2.77,,error
high,70.6020,8522.15,429,shed
medium,79.1338,2.78,,error
low,79.1408,4.83,,error
medium,79.1526,4.00,,error
low,79.1534,3.60,,error
high,79.1509,6.42,,error
medium,66.7844,12375.10,200,ok
low,60.2802,18879.31,200,ok
low,68.5308,10632.56,429,shed
high,64.2506,14912.76,200,ok
low,60.5410,18628.25,200,ok
medium,67.2332,11960.29,200,ok
medium,79.2022,3.52,,error
low,79.2030,3.07,,error
high,79.2004,6.01,,error
medium,67.9169,11293.24,200,ok
medium,64.6668,14553.27,200,ok
low,60.6542,18568.29,200,ok
low,60.6112,18611.30,200,ok
low,68.6205,10618.73,429,shed
medium,79.2397,6.73,,error
medium,79.2530,5.69,,error
low,79.2537,5.28,,error
high,79.2512,8.12,,error
low,79.2605,3.07,,error
medium,70.5337,8736.25,429,shed
low,79.2714,4.05,,error
low,61.5110,17781.16,200,ok
medium,70.4034,8888.85,429,shed
medium,70.4844,8807.81,429,shed
low,79.2812,11.40,,error
medium,79.2837,9.20,,error
medium,70.5030,8789.95,429,shed
low,60.7881,18533.30,200,ok
low,79.3238,3.43,,error
low,79.3111,16.44,,error
low,79.3310,2.62,,error
medium,79.3337,1.91,,error
low,79.3407,2.77,,error
low,70.3913,8957.13,429,shed
low,60.3541,19001.51,200,ok
low,60.2037,19151.88,200,ok
low,79.3612,3.51,,error
medium,79.3678,2.63,,error
low,79.3705,2.83,,error
medium,70.7350,8639.73,429,shed
medium,70.5177,8857.99,429,shed
low,60.6910,18685.15,200,ok
medium,66.6336,12745.40,200,ok
medium,70.5962,8799.35,429,shed
medium,65.4015,14004.27,200,ok
high,65.3949,14011.50,200,ok
low,68.6836,10826.16,429,shed
medium,70.5950,8914.79,429,shed
medium,70.8028,8706.99,429,shed
medium,66.7023,12807.52,200,ok
medium,70.8520,8657.80,429,shed
low,60.7854,18724.49,200,ok
low,60.7875,18722.40,200,ok
medium,64.8669,14646.89,200,ok
medium,68.4838,11034.89,200,ok
medium,68.5172,11001.52,200,ok
low,61.7103,17808.42,200,ok
high,65.0003,14518.42,200,ok
medium,79.5085,128.20,,error
high,79.5091,127.92,,error
medium,79.5167,124.02,,error
low,79.5174,123.65,,error
low,79.5180,123.34,,error
medium,79.5189,122.74,,error
high,79.5155,126.42,,error
low,68.8119,10856.87,429,shed
low,70.4120,9256.76,429,shed
medium,70.7681,8900.67,429,shed
low,70.2036,9465.27,429,shed
low,60.6312,19037.62,200,ok
low,70.3714,9297.50,429,shed
low,70.9368,8732.09,429,shed
low,70.2711,9397.78,429,shed
high,70.8507,8818.24,429,shed
medium,70.9031,8765.87,429,shed
high,66.9739,12695.03,200,ok
medium,66.9425,12726.46,200,ok
low,61.8704,17798.59,200,ok
low,61.6612,18007.87,200,ok
low,70.9838,8685.25,429,shed
high,71.0010,8668.03,429,shed
low,79.6339,36.86,,error
high,65.3963,14276.23,200,ok
low,60.7994,18880.18,200,ok
low,60.8006,18879.06,200,ok
medium,67.5175,12162.11,200,ok
medium,71.0570,8622.68,429,shed
low,61.9807,17701.19,200,ok
high,67.2282,12454.70,200,ok
low,79.6774,12.82,,error
low,79.6780,12.53,,error
low,79.6491,41.71,,error
low,79.6505,40.66,,error
low,79.6829,9.94,,error
medium,67.6170,12077.36,200,ok
medium,79.6912,8.85,,error
high,79.7002,5.42,,error
medium,79.7016,4.28,,error
low,79.7024,3.76,,error
low,79.7104,3.89,,error
medium,79.7174,2.55,,error
low,79.7211,3.33,,error
medium,65.7045,14024.81,200,ok
medium,79.7336,2.23,,error
low,79.7410,3.70,,error
high,79.7510,5.67,,error
medium,79.7530,3.96,,error
low,79.7546,2.86,,error
high,66.5179,13244.90,200,ok
low,60.7868,18977.29,200,ok
medium,66.5193,13247.29,200,ok
medium,66.1669,13599.68,200,ok
low,60.8184,18948.58,200,ok
low,70.9812,8789.42,429,shed
medium,65.1677,14626.29,200,ok
medium,70.3031,9491.68,429,shed
high,71.3010,8496.78,429,shed
low,79.8105,3.28,,error
low,60.8310,18989.19,200,ok
medium,71.5177,8302.50,429,shed
low,60.8231,18997.83,200,ok
medium,70.5526,9270.36,429,shed
medium,79.8169,6.90,,error
low,60.8809,18961.98,200,ok
low,79.8540,2.86,,error
high,79.8508,6.40,,error
low,79.8607,3.41,,error
medium,79.8672,2.73,,error
low,79.8711,3.31,,error
low,79.8809,2.88,,error
medium,79.8839,1.97,,error
low,79.8910,6.93,,error
low,60.8408,19057.81,200,ok
medium,79.9023,3.36,,error
